file_name,Te,logg,MH,alpha
Kurucz2003all_fp00t3500g30k2odfnew.fl.phot.dat,3500,3.0,0.0,0.0
Kurucz2003all_fp02t3500g30k2odfnew.fl.phot.dat,3500,3.0,0.2,0.0
Kurucz2003all_fp05t3500g30k2odfnew.fl.phot.dat,3500,3.0,0.5,0.0
Kurucz2003all_fm25t3500g35k2odfnew.fl.phot.dat,3500,3.5,-2.5,0.0
Kurucz2003all_fm20t3500g35k2odfnew.fl.phot.dat,3500,3.5,-2.0,0.0
Kurucz2003all_fm15t3500g35k2odfnew.fl.phot.dat,3500,3.5,-1.5,0.0
Kurucz2003all_fm10t3500g35k2odfnew.fl.phot.dat,3500,3.5,-1.0,0.0
Kurucz2003all_fm05t3500g35k2odfnew.fl.phot.dat,3500,3.5,-0.5,0.0
Kurucz2003all_fp00t3500g35k2odfnew.fl.phot.dat,3500,3.5,0.0,0.0
Kurucz2003all_fp02t3500g35k2odfnew.fl.phot.dat,3500,3.5,0.2,0.0
Kurucz2003all_fp05t3500g35k2odfnew.fl.phot.dat,3500,3.5,0.5,0.0
Kurucz2003all_fm25t3500g40k2odfnew.fl.phot.dat,3500,4.0,-2.5,0.0
Kurucz2003all_fm20t3500g40k2odfnew.fl.phot.dat,3500,4.0,-2.0,0.0
Kurucz2003all_fm15t3500g40k2odfnew.fl.phot.dat,3500,4.0,-1.5,0.0
Kurucz2003all_fm10t3500g40k2odfnew.fl.phot.dat,3500,4.0,-1.0,0.0
Kurucz2003all_fm05t3500g40k2odfnew.fl.phot.dat,3500,4.0,-0.5,0.0
Kurucz2003all_fp00t3500g40k2odfnew.fl.phot.dat,3500,4.0,0.0,0.0
Kurucz2003all_fp02t3500g40k2odfnew.fl.phot.dat,3500,4.0,0.2,0.0
Kurucz2003all_fp05t3500g40k2odfnew.fl.phot.dat,3500,4.0,0.5,0.0
Kurucz2003all_fm25t3500g45k2odfnew.fl.phot.dat,3500,4.5,-2.5,0.0
Kurucz2003all_fm20t3500g45k2odfnew.fl.phot.dat,3500,4.5,-2.0,0.0
Kurucz2003all_fm15t3500g45k2odfnew.fl.phot.dat,3500,4.5,-1.5,0.0
Kurucz2003all_fm10t3500g45k2odfnew.fl.phot.dat,3500,4.5,-1.0,0.0
Kurucz2003all_fm05t3500g45k2odfnew.fl.phot.dat,3500,4.5,-0.5,0.0
Kurucz2003all_fp00t3500g45k2odfnew.fl.phot.dat,3500,4.5,0.0,0.0
Kurucz2003all_fp02t3500g45k2odfnew.fl.phot.dat,3500,4.5,0.2,0.0
Kurucz2003all_fp05t3500g45k2odfnew.fl.phot.dat,3500,4.5,0.5,0.0
Kurucz2003all_fm25t3500g50k2odfnew.fl.phot.dat,3500,5.0,-2.5,0.0
Kurucz2003all_fm20t3500g50k2odfnew.fl.phot.dat,3500,5.0,-2.0,0.0
Kurucz2003all_fm15t3500g50k2odfnew.fl.phot.dat,3500,5.0,-1.5,0.0
Kurucz2003all_fm10t3500g50k2odfnew.fl.phot.dat,3500,5.0,-1.0,0.0
Kurucz2003all_fm05t3500g50k2odfnew.fl.phot.dat,3500,5.0,-0.5,0.0
Kurucz2003all_fp00t3500g50k2odfnew.fl.phot.dat,3500,5.0,0.0,0.0
Kurucz2003all_fp02t3500g50k2odfnew.fl.phot.dat,3500,5.0,0.2,0.0
Kurucz2003all_fp05t3500g50k2odfnew.fl.phot.dat,3500,5.0,0.5,0.0
Kurucz2003all_fm25t3750g00k2odfnew.fl.phot.dat,3750,0.0,-2.5,0.0
Kurucz2003all_fm20t3750g00k2odfnew.fl.phot.dat,3750,0.0,-2.0,0.0
Kurucz2003all_fm15t3750g00k2odfnew.fl.phot.dat,3750,0.0,-1.5,0.0
Kurucz2003all_fm10t3750g00k2odfnew.fl.phot.dat,3750,0.0,-1.0,0.0
Kurucz2003all_fm05t3750g00k2odfnew.fl.phot.dat,3750,0.0,-0.5,0.0
Kurucz2003all_fp00t3750g00k2odfnew.fl.phot.dat,3750,0.0,0.0,0.0
Kurucz2003all_fp02t3750g00k2odfnew.fl.phot.dat,3750,0.0,0.2,0.0
Kurucz2003all_fp05t3750g00k2odfnew.fl.phot.dat,3750,0.0,0.5,0.0
Kurucz2003all_fm25t3750g05k2odfnew.fl.phot.dat,3750,0.5,-2.5,0.0
Kurucz2003all_fm20t3750g05k2odfnew.fl.phot.dat,3750,0.5,-2.0,0.0
Kurucz2003all_fm15t3750g05k2odfnew.fl.phot.dat,3750,0.5,-1.5,0.0
Kurucz2003all_fm10t3750g05k2odfnew.fl.phot.dat,3750,0.5,-1.0,0.0
Kurucz2003all_fm05t3750g05k2odfnew.fl.phot.dat,3750,0.5,-0.5,0.0
Kurucz2003all_fp00t3750g05k2odfnew.fl.phot.dat,3750,0.5,0.0,0.0
Kurucz2003all_fp02t3750g05k2odfnew.fl.phot.dat,3750,0.5,0.2,0.0
Kurucz2003all_fp05t3750g05k2odfnew.fl.phot.dat,3750,0.5,0.5,0.0
Kurucz2003all_fm25t3750g10k2odfnew.fl.phot.dat,3750,1.0,-2.5,0.0
Kurucz2003all_fm20t3750g10k2odfnew.fl.phot.dat,3750,1.0,-2.0,0.0
Kurucz2003all_fm15t3750g10k2odfnew.fl.phot.dat,3750,1.0,-1.5,0.0
Kurucz2003all_fm10t3750g10k2odfnew.fl.phot.dat,3750,1.0,-1.0,0.0
Kurucz2003all_fm05t3750g10k2odfnew.fl.phot.dat,3750,1.0,-0.5,0.0
Kurucz2003all_fp00t3750g10k2odfnew.fl.phot.dat,3750,1.0,0.0,0.0
Kurucz2003all_fp02t3750g10k2odfnew.fl.phot.dat,3750,1.0,0.2,0.0
Kurucz2003all_fp05t3750g10k2odfnew.fl.phot.dat,3750,1.0,0.5,0.0
Kurucz2003all_fm25t3750g15k2odfnew.fl.phot.dat,3750,1.5,-2.5,0.0
Kurucz2003all_fm20t3750g15k2odfnew.fl.phot.dat,3750,1.5,-2.0,0.0
Kurucz2003all_fm15t3750g15k2odfnew.fl.phot.dat,3750,1.5,-1.5,0.0
Kurucz2003all_fm10t3750g15k2odfnew.fl.phot.dat,3750,1.5,-1.0,0.0
Kurucz2003all_fm05t3750g15k2odfnew.fl.phot.dat,3750,1.5,-0.5,0.0
Kurucz2003all_fp00t3750g15k2odfnew.fl.phot.dat,3750,1.5,0.0,0.0
Kurucz2003all_fp02t3750g15k2odfnew.fl.phot.dat,3750,1.5,0.2,0.0
Kurucz2003all_fp05t3750g15k2odfnew.fl.phot.dat,3750,1.5,0.5,0.0
Kurucz2003all_fm25t3750g20k2odfnew.fl.phot.dat,3750,2.0,-2.5,0.0
Kurucz2003all_fm20t3750g20k2odfnew.fl.phot.dat,3750,2.0,-2.0,0.0
Kurucz2003all_fm15t3750g20k2odfnew.fl.phot.dat,3750,2.0,-1.5,0.0
Kurucz2003all_fm10t3750g20k2odfnew.fl.phot.dat,3750,2.0,-1.0,0.0
Kurucz2003all_fm05t3750g20k2odfnew.fl.phot.dat,3750,2.0,-0.5,0.0
Kurucz2003all_fp00t3750g20k2odfnew.fl.phot.dat,3750,2.0,0.0,0.0
Kurucz2003all_fp02t3750g20k2odfnew.fl.phot.dat,3750,2.0,0.2,0.0
Kurucz2003all_fp05t3750g20k2odfnew.fl.phot.dat,3750,2.0,0.5,0.0
Kurucz2003all_fm25t3750g25k2odfnew.fl.phot.dat,3750,2.5,-2.5,0.0
Kurucz2003all_fm20t3750g25k2odfnew.fl.phot.dat,3750,2.5,-2.0,0.0
Kurucz2003all_fm15t3750g25k2odfnew.fl.phot.dat,3750,2.5,-1.5,0.0
Kurucz2003all_fm10t3750g25k2odfnew.fl.phot.dat,3750,2.5,-1.0,0.0
Kurucz2003all_fm05t3750g25k2odfnew.fl.phot.dat,3750,2.5,-0.5,0.0
Kurucz2003all_fp00t3750g25k2odfnew.fl.phot.dat,3750,2.5,0.0,0.0
Kurucz2003all_fp02t3750g25k2odfnew.fl.phot.dat,3750,2.5,0.2,0.0
Kurucz2003all_fp05t3750g25k2odfnew.fl.phot.dat,3750,2.5,0.5,0.0
Kurucz2003all_fm25t3750g30k2odfnew.fl.phot.dat,3750,3.0,-2.5,0.0
Kurucz2003all_fm20t3750g30k2odfnew.fl.phot.dat,3750,3.0,-2.0,0.0
Kurucz2003all_fm15t3750g30k2odfnew.fl.phot.dat,3750,3.0,-1.5,0.0
Kurucz2003all_fm10t3750g30k2odfnew.fl.phot.dat,3750,3.0,-1.0,0.0
Kurucz2003all_fm05t3750g30k2odfnew.fl.phot.dat,3750,3.0,-0.5,0.0
Kurucz2003all_fp00t3750g30k2odfnew.fl.phot.dat,3750,3.0,0.0,0.0
Kurucz2003all_fp02t3750g30k2odfnew.fl.phot.dat,3750,3.0,0.2,0.0
Kurucz2003all_fp05t3750g30k2odfnew.fl.phot.dat,3750,3.0,0.5,0.0
Kurucz2003all_fm25t3750g35k2odfnew.fl.phot.dat,3750,3.5,-2.5,0.0
Kurucz2003all_fm20t3750g35k2odfnew.fl.phot.dat,3750,3.5,-2.0,0.0
Kurucz2003all_fm15t3750g35k2odfnew.fl.phot.dat,3750,3.5,-1.5,0.0
Kurucz2003all_fm10t3750g35k2odfnew.fl.phot.dat,3750,3.5,-1.0,0.0
Kurucz2003all_fm05t3750g35k2odfnew.fl.phot.dat,3750,3.5,-0.5,0.0
Kurucz2003all_fp00t3750g35k2odfnew.fl.phot.dat,3750,3.5,0.0,0.0
Kurucz2003all_fp02t3750g35k2odfnew.fl.phot.dat,3750,3.5,0.2,0.0
Kurucz2003all_fp05t3750g35k2odfnew.fl.phot.dat,3750,3.5,0.5,0.0
Kurucz2003all_fm25t3750g40k2odfnew.fl.phot.dat,3750,4.0,-2.5,0.0
Kurucz2003all_fm20t3750g40k2odfnew.fl.phot.dat,3750,4.0,-2.0,0.0
Kurucz2003all_fm15t3750g40k2odfnew.fl.phot.dat,3750,4.0,-1.5,0.0
Kurucz2003all_fm10t3750g40k2odfnew.fl.phot.dat,3750,4.0,-1.0,0.0
Kurucz2003all_fm05t3750g40k2odfnew.fl.phot.dat,3750,4.0,-0.5,0.0
Kurucz2003all_fp00t3750g40k2odfnew.fl.phot.dat,3750,4.0,0.0,0.0
Kurucz2003all_fp02t3750g40k2odfnew.fl.phot.dat,3750,4.0,0.2,0.0
Kurucz2003all_fp05t3750g40k2odfnew.fl.phot.dat,3750,4.0,0.5,0.0
Kurucz2003all_fm25t3750g45k2odfnew.fl.phot.dat,3750,4.5,-2.5,0.0
Kurucz2003all_fm20t3750g45k2odfnew.fl.phot.dat,3750,4.5,-2.0,0.0
Kurucz2003all_fm15t3750g45k2odfnew.fl.phot.dat,3750,4.5,-1.5,0.0
Kurucz2003all_fm10t3750g45k2odfnew.fl.phot.dat,3750,4.5,-1.0,0.0
Kurucz2003all_fm05t3750g45k2odfnew.fl.phot.dat,3750,4.5,-0.5,0.0
Kurucz2003all_fp00t3750g45k2odfnew.fl.phot.dat,3750,4.5,0.0,0.0
Kurucz2003all_fp02t3750g45k2odfnew.fl.phot.dat,3750,4.5,0.2,0.0
Kurucz2003all_fp05t3750g45k2odfnew.fl.phot.dat,3750,4.5,0.5,0.0
Kurucz2003all_fm25t3750g50k2odfnew.fl.phot.dat,3750,5.0,-2.5,0.0
Kurucz2003all_fm20t3750g50k2odfnew.fl.phot.dat,3750,5.0,-2.0,0.0
Kurucz2003all_fm15t3750g50k2odfnew.fl.phot.dat,3750,5.0,-1.5,0.0
Kurucz2003all_fm10t3750g50k2odfnew.fl.phot.dat,3750,5.0,-1.0,0.0
Kurucz2003all_fm05t3750g50k2odfnew.fl.phot.dat,3750,5.0,-0.5,0.0
Kurucz2003all_fp00t3750g50k2odfnew.fl.phot.dat,3750,5.0,0.0,0.0
Kurucz2003all_fp02t3750g50k2odfnew.fl.phot.dat,3750,5.0,0.2,0.0
Kurucz2003all_fp05t3750g50k2odfnew.fl.phot.dat,3750,5.0,0.5,0.0
Kurucz2003all_fm25t4000g00k2odfnew.fl.phot.dat,4000,0.0,-2.5,0.0
Kurucz2003all_fm20t4000g00k2odfnew.fl.phot.dat,4000,0.0,-2.0,0.0
Kurucz2003all_fm15t4000g00k2odfnew.fl.phot.dat,4000,0.0,-1.5,0.0
Kurucz2003all_fm10t4000g00k2odfnew.fl.phot.dat,4000,0.0,-1.0,0.0
Kurucz2003all_fm05t4000g00k2odfnew.fl.phot.dat,4000,0.0,-0.5,0.0
Kurucz2003all_fp00t4000g00k2odfnew.fl.phot.dat,4000,0.0,0.0,0.0
Kurucz2003all_fp02t4000g00k2odfnew.fl.phot.dat,4000,0.0,0.2,0.0
Kurucz2003all_fp05t4000g00k2odfnew.fl.phot.dat,4000,0.0,0.5,0.0
Kurucz2003all_fm25t4000g05k2odfnew.fl.phot.dat,4000,0.5,-2.5,0.0
Kurucz2003all_fm20t4000g05k2odfnew.fl.phot.dat,4000,0.5,-2.0,0.0
Kurucz2003all_fm15t4000g05k2odfnew.fl.phot.dat,4000,0.5,-1.5,0.0
Kurucz2003all_fm10t4000g05k2odfnew.fl.phot.dat,4000,0.5,-1.0,0.0
Kurucz2003all_fm05t4000g05k2odfnew.fl.phot.dat,4000,0.5,-0.5,0.0
Kurucz2003all_fp00t4000g05k2odfnew.fl.phot.dat,4000,0.5,0.0,0.0
Kurucz2003all_fp02t4000g05k2odfnew.fl.phot.dat,4000,0.5,0.2,0.0
Kurucz2003all_fp05t4000g05k2odfnew.fl.phot.dat,4000,0.5,0.5,0.0
Kurucz2003all_fm25t4000g10k2odfnew.fl.phot.dat,4000,1.0,-2.5,0.0
Kurucz2003all_fm20t4000g10k2odfnew.fl.phot.dat,4000,1.0,-2.0,0.0
Kurucz2003all_fm15t4000g10k2odfnew.fl.phot.dat,4000,1.0,-1.5,0.0
Kurucz2003all_fm10t4000g10k2odfnew.fl.phot.dat,4000,1.0,-1.0,0.0
Kurucz2003all_fm05t4000g10k2odfnew.fl.phot.dat,4000,1.0,-0.5,0.0
Kurucz2003all_fp00t4000g10k2odfnew.fl.phot.dat,4000,1.0,0.0,0.0
Kurucz2003all_fp02t4000g10k2odfnew.fl.phot.dat,4000,1.0,0.2,0.0
Kurucz2003all_fp05t4000g10k2odfnew.fl.phot.dat,4000,1.0,0.5,0.0
Kurucz2003all_fm25t4000g15k2odfnew.fl.phot.dat,4000,1.5,-2.5,0.0
Kurucz2003all_fm20t4000g15k2odfnew.fl.phot.dat,4000,1.5,-2.0,0.0
Kurucz2003all_fm15t4000g15k2odfnew.fl.phot.dat,4000,1.5,-1.5,0.0
Kurucz2003all_fm10t4000g15k2odfnew.fl.phot.dat,4000,1.5,-1.0,0.0
Kurucz2003all_fm05t4000g15k2odfnew.fl.phot.dat,4000,1.5,-0.5,0.0
Kurucz2003all_fp00t4000g15k2odfnew.fl.phot.dat,4000,1.5,0.0,0.0
Kurucz2003all_fp02t4000g15k2odfnew.fl.phot.dat,4000,1.5,0.2,0.0
Kurucz2003all_fp05t4000g15k2odfnew.fl.phot.dat,4000,1.5,0.5,0.0
Kurucz2003all_fm25t4000g20k2odfnew.fl.phot.dat,4000,2.0,-2.5,0.0
Kurucz2003all_fm20t4000g20k2odfnew.fl.phot.dat,4000,2.0,-2.0,0.0
Kurucz2003all_fm15t4000g20k2odfnew.fl.phot.dat,4000,2.0,-1.5,0.0
Kurucz2003all_fm10t4000g20k2odfnew.fl.phot.dat,4000,2.0,-1.0,0.0
Kurucz2003all_fm05t4000g20k2odfnew.fl.phot.dat,4000,2.0,-0.5,0.0
Kurucz2003all_fp00t4000g20k2odfnew.fl.phot.dat,4000,2.0,0.0,0.0
Kurucz2003all_fp02t4000g20k2odfnew.fl.phot.dat,4000,2.0,0.2,0.0
Kurucz2003all_fp05t4000g20k2odfnew.fl.phot.dat,4000,2.0,0.5,0.0
Kurucz2003all_fm25t4000g25k2odfnew.fl.phot.dat,4000,2.5,-2.5,0.0
Kurucz2003all_fm20t4000g25k2odfnew.fl.phot.dat,4000,2.5,-2.0,0.0
Kurucz2003all_fm15t4000g25k2odfnew.fl.phot.dat,4000,2.5,-1.5,0.0
Kurucz2003all_fm10t4000g25k2odfnew.fl.phot.dat,4000,2.5,-1.0,0.0
Kurucz2003all_fm05t4000g25k2odfnew.fl.phot.dat,4000,2.5,-0.5,0.0
Kurucz2003all_fp00t4000g25k2odfnew.fl.phot.dat,4000,2.5,0.0,0.0
Kurucz2003all_fp02t4000g25k2odfnew.fl.phot.dat,4000,2.5,0.2,0.0
Kurucz2003all_fp05t4000g25k2odfnew.fl.phot.dat,4000,2.5,0.5,0.0
Kurucz2003all_fm25t4000g30k2odfnew.fl.phot.dat,4000,3.0,-2.5,0.0
Kurucz2003all_fm20t4000g30k2odfnew.fl.phot.dat,4000,3.0,-2.0,0.0
Kurucz2003all_fm15t4000g30k2odfnew.fl.phot.dat,4000,3.0,-1.5,0.0
Kurucz2003all_fm10t4000g30k2odfnew.fl.phot.dat,4000,3.0,-1.0,0.0
Kurucz2003all_fm05t4000g30k2odfnew.fl.phot.dat,4000,3.0,-0.5,0.0
Kurucz2003all_fp00t4000g30k2odfnew.fl.phot.dat,4000,3.0,0.0,0.0
Kurucz2003all_fp02t4000g30k2odfnew.fl.phot.dat,4000,3.0,0.2,0.0
Kurucz2003all_fp05t4000g30k2odfnew.fl.phot.dat,4000,3.0,0.5,0.0
Kurucz2003all_fm25t4000g35k2odfnew.fl.phot.dat,4000,3.5,-2.5,0.0
Kurucz2003all_fm20t4000g35k2odfnew.fl.phot.dat,4000,3.5,-2.0,0.0
Kurucz2003all_fm15t4000g35k2odfnew.fl.phot.dat,4000,3.5,-1.5,0.0
Kurucz2003all_fm10t4000g35k2odfnew.fl.phot.dat,4000,3.5,-1.0,0.0
Kurucz2003all_fm05t4000g35k2odfnew.fl.phot.dat,4000,3.5,-0.5,0.0
Kurucz2003all_fp00t4000g35k2odfnew.fl.phot.dat,4000,3.5,0.0,0.0
Kurucz2003all_fp02t4000g35k2odfnew.fl.phot.dat,4000,3.5,0.2,0.0
Kurucz2003all_fp05t4000g35k2odfnew.fl.phot.dat,4000,3.5,0.5,0.0
Kurucz2003all_fm25t4000g40k2odfnew.fl.phot.dat,4000,4.0,-2.5,0.0
Kurucz2003all_fm20t4000g40k2odfnew.fl.phot.dat,4000,4.0,-2.0,0.0
Kurucz2003all_fm15t4000g40k2odfnew.fl.phot.dat,4000,4.0,-1.5,0.0
Kurucz2003all_fm10t4000g40k2odfnew.fl.phot.dat,4000,4.0,-1.0,0.0
Kurucz2003all_fm05t4000g40k2odfnew.fl.phot.dat,4000,4.0,-0.5,0.0
Kurucz2003all_fp00t4000g40k2odfnew.fl.phot.dat,4000,4.0,0.0,0.0
Kurucz2003all_fp02t4000g40k2odfnew.fl.phot.dat,4000,4.0,0.2,0.0
Kurucz2003all_fp05t4000g40k2odfnew.fl.phot.dat,4000,4.0,0.5,0.0
Kurucz2003all_fm25t4000g45k2odfnew.fl.phot.dat,4000,4.5,-2.5,0.0
Kurucz2003all_fm20t4000g45k2odfnew.fl.phot.dat,4000,4.5,-2.0,0.0
Kurucz2003all_fm15t4000g45k2odfnew.fl.phot.dat,4000,4.5,-1.5,0.0
Kurucz2003all_fm10t4000g45k2odfnew.fl.phot.dat,4000,4.5,-1.0,0.0
Kurucz2003all_fm05t4000g45k2odfnew.fl.phot.dat,4000,4.5,-0.5,0.0
Kurucz2003all_fp00t4000g45k2odfnew.fl.phot.dat,4000,4.5,0.0,0.0
Kurucz2003all_fp02t4000g45k2odfnew.fl.phot.dat,4000,4.5,0.2,0.0
Kurucz2003all_fp05t4000g45k2odfnew.fl.phot.dat,4000,4.5,0.5,0.0
Kurucz2003all_fm25t4000g50k2odfnew.fl.phot.dat,4000,5.0,-2.5,0.0
Kurucz2003all_fm20t4000g50k2odfnew.fl.phot.dat,4000,5.0,-2.0,0.0
Kurucz2003all_fm15t4000g50k2odfnew.fl.phot.dat,4000,5.0,-1.5,0.0
Kurucz2003all_fm10t4000g50k2odfnew.fl.phot.dat,4000,5.0,-1.0,0.0
Kurucz2003all_fm05t4000g50k2odfnew.fl.phot.dat,4000,5.0,-0.5,0.0
Kurucz2003all_fp00t4000g50k2odfnew.fl.phot.dat,4000,5.0,0.0,0.0
Kurucz2003all_fp02t4000g50k2odfnew.fl.phot.dat,4000,5.0,0.2,0.0
Kurucz2003all_fp05t4000g50k2odfnew.fl.phot.dat,4000,5.0,0.5,0.0
Kurucz2003all_fm25t4250g00k2odfnew.fl.phot.dat,4250,0.0,-2.5,0.0
Kurucz2003all_fm20t4250g00k2odfnew.fl.phot.dat,4250,0.0,-2.0,0.0
Kurucz2003all_fm15t4250g00k2odfnew.fl.phot.dat,4250,0.0,-1.5,0.0
Kurucz2003all_fm10t4250g00k2odfnew.fl.phot.dat,4250,0.0,-1.0,0.0
Kurucz2003all_fm05t4250g00k2odfnew.fl.phot.dat,4250,0.0,-0.5,0.0
Kurucz2003all_fp00t4250g00k2odfnew.fl.phot.dat,4250,0.0,0.0,0.0
Kurucz2003all_fp02t4250g00k2odfnew.fl.phot.dat,4250,0.0,0.2,0.0
Kurucz2003all_fp05t4250g00k2odfnew.fl.phot.dat,4250,0.0,0.5,0.0
Kurucz2003all_fm25t4250g05k2odfnew.fl.phot.dat,4250,0.5,-2.5,0.0
Kurucz2003all_fm20t4250g05k2odfnew.fl.phot.dat,4250,0.5,-2.0,0.0
Kurucz2003all_fm15t4250g05k2odfnew.fl.phot.dat,4250,0.5,-1.5,0.0
Kurucz2003all_fm10t4250g05k2odfnew.fl.phot.dat,4250,0.5,-1.0,0.0
Kurucz2003all_fm05t4250g05k2odfnew.fl.phot.dat,4250,0.5,-0.5,0.0
Kurucz2003all_fp00t4250g05k2odfnew.fl.phot.dat,4250,0.5,0.0,0.0
Kurucz2003all_fp02t4250g05k2odfnew.fl.phot.dat,4250,0.5,0.2,0.0
Kurucz2003all_fp05t4250g05k2odfnew.fl.phot.dat,4250,0.5,0.5,0.0
Kurucz2003all_fm25t4250g10k2odfnew.fl.phot.dat,4250,1.0,-2.5,0.0
Kurucz2003all_fm20t4250g10k2odfnew.fl.phot.dat,4250,1.0,-2.0,0.0
Kurucz2003all_fm15t4250g10k2odfnew.fl.phot.dat,4250,1.0,-1.5,0.0
Kurucz2003all_fm10t4250g10k2odfnew.fl.phot.dat,4250,1.0,-1.0,0.0
Kurucz2003all_fm05t4250g10k2odfnew.fl.phot.dat,4250,1.0,-0.5,0.0
Kurucz2003all_fp00t4250g10k2odfnew.fl.phot.dat,4250,1.0,0.0,0.0
Kurucz2003all_fp02t4250g10k2odfnew.fl.phot.dat,4250,1.0,0.2,0.0
